"Name","Season","GamesPlayed","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked"
"TOR","2010-11",82,7638,8124,2799,5664,0.4941737288135593,345,1091,0.3162236480293309,0.3199626865671642,1491,2988,2610,903,132,0.5337620578778135,0.578397212543554,0.8724637681159421,0.1615099925980755,0.5017195286946179,0.49096965210954846,0.5307196421523483,432,443,0.0782132768361582,13,0.011915673693858845
"UTA","2010-11",82,7537,8153,2629,5334,0.4928758905136858,435,1256,0.3463375796178344,0.3511326860841424,1590,3092,2166,1125,180,0.5880562951692658,0.6375257731958763,0.8620689655172413,0.1905918057663126,0.49590793602437166,0.4979514415781487,0.542312834224599,408,404,0.07574053243344582,7,0.005573248407643312
"MEM","2010-11",82,7562,8195,2891,5875,0.4920851063829787,309,926,0.33369330453563717,0.34448160535117056,1486,2822,2960,840,87,0.48806641300588033,0.5418586789554531,0.9061488673139159,0.13615644758123804,0.49646322594946063,0.4932362887810616,0.5322011757021554,574,501,0.08527659574468086,4,0.004319654427645789
"CHI","2018-19",82,8153,8605,2521,5082,0.49606454151908697,745,2123,0.3509185115402732,0.3532479848269322,1328,2344,2698,1872,363,0.4648948829829433,0.4993608862377503,0.8375838926174497,0.29465648854961835,0.5117306483027267,0.5049965301873699,0.5408832807570978,348,456,0.089728453364817,17,0.00800753650494583
"POR","2018-19",82,8199,9402,2566,4907,0.5229264316282861,904,2520,0.35873015873015873,0.3601593625498008,1558,2420,2712,2031,681,0.4715510522213562,0.5164319248826291,0.7488938053097345,0.3393025447690858,0.5173338840188806,0.5280732462636327,0.5667756386971788,446,398,0.08110862033829223,22,0.00873015873015873
"IND","2009-10",82,7941,8263,2361,4927,0.47919626547594885,659,1896,0.34757383966244726,0.350531914893617,1564,2240,2482,1830,147,0.4743752647183397,0.5104831358249772,0.9256449165402124,0.27788362890224244,0.5078614824083615,0.49091308808442036,0.5348171287257582,334,402,0.08159123198701035,12,0.006329113924050633
"LAL","2018-19",82,8444,9165,2644,4884,0.5413595413595413,847,2541,0.3333333333333333,0.3350474683544304,1336,2848,2440,2016,525,0.5385779122541604,0.5798045602605864,0.7933884297520661,0.3422222222222222,0.5225071958957742,0.5272053872053872,0.5537686612452968,376,407,0.08333333333333333,14,0.005509641873278237
"NOP","2019-20",72,7483,8341,2083,3942,0.5284119736174531,982,2656,0.3697289156626506,0.3726755218216319,1229,2148,2018,2574,372,0.5156024963994239,0.5625982189628077,0.8737270875763747,0.40254622612913005,0.5302577701674277,0.5389511973325251,0.5689348302300109,348,336,0.0852359208523592,12,0.004518072289156626
"TOR","2019-20",72,7254,8118,1902,3668,0.5185387131952017,995,2663,0.37363875328576795,0.37561343903359756,1329,2018,1786,2421,564,0.5304942166140905,0.5798850574712644,0.8110552763819096,0.4206286526615069,0.5321736733724062,0.5361712209761491,0.5734960272417707,324,366,0.09978189749182116,29,0.010889973713856553
"LAC","2019-20",72,7320,8377,2097,4015,0.5222914072229141,895,2410,0.37136929460580914,0.3735392320534224,1498,1952,2242,2196,489,0.46542680019074867,0.510727367870225,0.8178770949720671,0.37509727626459144,0.5176161622464899,0.535330739299611,0.5768166089965397,372,317,0.07895392278953922,21,0.008713692946058092
"CHI","2019-20",65,6498,6945,1780,3480,0.5114942528735632,793,2282,0.34750219106047325,0.34933920704845817,1006,1732,1828,1932,447,0.48651685393258426,0.5362229102167183,0.8121059268600253,0.396043040610899,0.5360431379370325,0.5153592502603263,0.5455262742622692,330,370,0.10632183908045977,14,0.006134969325153374
"BOS","2019-20",72,7182,8183,2066,3961,0.5215854582176218,905,2487,0.36389223964616,0.36688311688311687,1336,2030,2102,1920,795,0.4912875121006776,0.5410447761194029,0.7071823204419889,0.3857009925558313,0.5158618050147952,0.5309398263027295,0.5684606804238707,380,379,0.09568290835647564,17,0.006835544833132288
"SAC","2019-20",72,7183,7927,2029,3853,0.5266026472878277,914,2511,0.3639984070091597,0.36505397840863657,1127,1912,2146,2271,471,0.47116806308526366,0.5173160173160173,0.8282275711159738,0.39456316781898176,0.5114064912557114,0.5342551854179761,0.5645553331426937,362,281,0.07293018427199585,23,0.009159697331740343
"OKC","2019-20",72,7147,7950,2109,3985,0.5292346298619824,770,2171,0.3546752648549056,0.3575418994413408,1422,1926,2292,1797,513,0.4566145092460882,0.4836765444500251,0.7779220779220779,0.3526640675763483,0.506069154837657,0.530214424951267,0.5701830234904165,236,274,0.06875784190715183,16,0.007369875633348687
"DET","2019-20",66,6436,7078,1804,3501,0.5152813481862325,791,2157,0.3667130273528048,0.36881419234360413,1097,1800,1808,2067,306,0.49889135254988914,0.5535055350553506,0.8710493046776233,0.3812301166489926,0.5119021719858157,0.5285436550017674,0.5604517976455615,356,352,0.10054270208511853,17,0.007881316643486324
"NOP","2014-15",82,7528,8147,2522,5212,0.4838833461243285,586,1583,0.37018319646241316,0.37492002559181065,1345,2586,2458,1539,219,0.5126883425852498,0.5592560553633218,0.8754266211604096,0.2329654157468727,0.5075201492537313,0.5005150846210449,0.5351490371933527,420,458,0.08787413660782808,17,0.010739102969046115
"CHI","2014-15",82,7679,8265,2356,4972,0.47385358004827033,645,1825,0.35342465753424657,0.3578185865331107,1618,2476,2236,1629,306,0.5254668930390493,0.5856196783349101,0.8418604651162791,0.2685008091805208,0.5048324194501922,0.48896572017066353,0.533454121910185,484,413,0.08306516492357201,30,0.01643835616438356
"DAL","2014-15",82,7896,8628,2523,4954,0.5092854259184497,732,2082,0.3515850144092219,0.3529695799130855,1386,2434,2612,1887,309,0.4823622671422909,0.5174319727891157,0.8592896174863388,0.29590676520750425,0.5172208671507902,0.5146389994314952,0.5475826972010178,342,308,0.0621719822365765,6,0.002881844380403458
"DEN","2014-15",82,7942,8320,2439,5126,0.4758095981271947,660,2032,0.3248031496062992,0.3280238924838228,1462,2468,2410,1662,318,0.5059450594505945,0.5566080288678394,0.8393939393939394,0.2838781782620844,0.5126843412375474,0.4790444258172674,0.5151044256588762,444,477,0.09305501365587203,27,0.01328740157480315
"BOS","2014-15",82,7928,8312,2533,5190,0.4880539499036609,660,2021,0.32657100445324094,0.32917705735660846,1266,2860,2206,1737,243,0.5645479668377418,0.6147893379191746,0.8772727272727273,0.2802662598807378,0.5140038820091832,0.4885591457495493,0.5210612347541808,414,416,0.08015414258188824,15,0.007422068283028204
"UTA","2014-15",82,7391,7801,2290,4711,0.4860963701974103,610,1781,0.3425042111173498,0.34582623509369675,1391,2166,2414,1647,183,0.4729257641921397,0.5356083086053413,0.9,0.27433764633394947,0.5054376314162028,0.4936845348120764,0.5291677998368235,536,369,0.07832731904054341,13,0.0072992700729927005
"MEM","2014-15",82,7601,8062,2674,5517,0.4846837049120899,423,1246,0.3394863563402889,0.3451109285127362,1445,2822,2526,1098,171,0.5276738967838445,0.5721816707218167,0.8652482269503546,0.18423776430578145,0.5007579979206891,0.4892059736803194,0.5280817402768623,416,414,0.07504078303425775,10,0.008025682182985553
"WAS","2014-15",82,7748,8080,2642,5409,0.48844518395267145,497,1381,0.3598841419261405,0.3635698610095099,1305,3052,2232,1329,162,0.5775927327781983,0.615819209039548,0.8913480885311871,0.20338733431516937,0.5033718094534712,0.4988954344624448,0.5321791991542223,328,341,0.06304307635422444,9,0.0065170166545981175
"BOS","2016-17",82,7917,8857,2183,4236,0.5153446647780925,985,2742,0.35922684172137126,0.3623988226637233,1536,2490,1876,2472,483,0.570316078790655,0.6117936117936118,0.8365482233502538,0.3929492691315563,0.5218083765485451,0.5245772427629694,0.5649358974358974,296,399,0.09419263456090651,26,0.009482129832239242
"GSW","2016-17",82,8196,9503,2550,4578,0.5570117955439057,982,2562,0.3832943013270882,0.3885148514851485,1457,3344,1756,2457,489,0.6556862745098039,0.6952182952182953,0.8340122199592668,0.3588235294117647,0.533399176056338,0.5634453781512605,0.5963476070528967,290,296,0.06465705548274356,17,0.00663544106167057
"HOU","2016-17",82,8214,9458,2124,3846,0.5522620904836193,1181,3306,0.3572292800967937,0.3592941892303012,1667,2320,1928,2730,813,0.5461393596986818,0.5912334352701325,0.7705334462320068,0.462248322147651,0.5490245541356551,0.5446728187919463,0.5856219709208401,324,385,0.1001040041601664,24,0.007259528130671506
"LAC","2016-17",82,7888,8911,2401,4575,0.524808743169399,841,2245,0.37461024498886414,0.3767985611510791,1586,2374,2428,1983,540,0.4943773427738442,0.5342034203420342,0.7859690844233056,0.3291788856304985,0.5117953570900488,0.5370234604105572,0.5716591349257586,358,249,0.05442622950819672,9,0.004008908685968819
"LAL","2016-17",82,8066,8575,2494,5054,0.4934705184012663,730,2110,0.3459715639810427,0.3486370157819225,1397,2302,2686,1695,495,0.4615076182838813,0.5068251871422281,0.773972602739726,0.2945281965382468,0.5145642596234897,0.5009771077610273,0.5381180022644357,446,423,0.08369608231104075,17,0.008056872037914692
"MIA","2016-17",82,7789,8460,2394,4824,0.4962686567164179,808,2213,0.36511522819701764,0.3679417122040073,1248,2044,2744,2160,264,0.4269005847953216,0.47183748845798706,0.8910891089108911,0.314480602529487,0.512896648124376,0.5124342759698736,0.5403236162835495,456,388,0.08043117744610281,10,0.004518752824220515
"MIL","2016-17",82,7757,8497,2462,4769,0.5162507863283707,720,1946,0.3699897225077081,0.37286380113930606,1413,2630,2294,2007,153,0.5341186027619821,0.5765015344147304,0.9291666666666667,0.2897989575577066,0.5349146556886227,0.527475800446761,0.5632069194943446,362,363,0.07611658628643321,12,0.006166495375128468
"MIN","2016-17",82,7780,8657,2634,5199,0.5066358915175996,601,1723,0.3488102147417295,0.35249266862170087,1586,2816,2452,1596,207,0.5345482156416097,0.5808580858085809,0.8851913477537438,0.2489164981219301,0.5126616376811595,0.5107627853221612,0.5529797071667095,420,409,0.0786689748028467,4,0.0023215322112594312
"BKN","2016-17",82,8291,8673,2225,4396,0.5061419472247498,877,2591,0.3384793516016982,0.34098871156091864,1592,2020,2430,2238,393,0.45393258426966293,0.4912451361867704,0.8506271379703535,0.37083154429655074,0.5205530706169998,0.5067267783025619,0.5497392189288894,338,436,0.09918107370336669,21,0.008104978772674644
"NYK","2016-17",82,7913,8556,2540,5233,0.4853812344735333,704,2022,0.34817012858555885,0.352176088044022,1364,2382,2698,1785,327,0.4688976377952756,0.5140267587397497,0.8451704545454546,0.27870434183321846,0.5056807889273357,0.49565816678152996,0.5320969151992007,446,371,0.07089623542900822,6,0.002967359050445104
"ORL","2016-17",82,7904,8288,2438,4994,0.4881858229875851,701,2139,0.3277232351566152,0.3320701089531028,1309,2412,2464,1842,261,0.4946677604593929,0.5326855123674912,0.8758915834522111,0.299873825879714,0.49957538017459874,0.4892051030421982,0.5234325522482584,348,405,0.08109731678013617,14,0.0065451145395044414
"IND","2016-17",82,7913,8618,2512,5046,0.49782005548949665,709,1885,0.37612732095490714,0.3803648068669528,1467,2502,2522,1779,348,0.4980095541401274,0.5325670498084292,0.8363892806770099,0.2719665271966527,0.4868146229841639,0.5158707257250036,0.5570260801868431,326,393,0.07788347205707491,14,0.007427055702917772
"PHI","2016-17",82,8105,8400,2257,4549,0.4961530006594856,831,2443,0.3401555464592714,0.3412731006160164,1393,2440,2074,2187,306,0.5405405405405406,0.5919456574478409,0.8772563176895307,0.34939931350114417,0.5197208878034765,0.5010726544622426,0.5366666666666666,392,424,0.09320729830732029,22,0.009005321326238231
"PHX","2016-17",82,8244,8831,2655,5406,0.4911209766925638,615,1854,0.33171521035598706,0.3351528384279476,1676,2236,3074,1458,387,0.42109227871939736,0.46915652538816616,0.7902439024390244,0.2553719008264463,0.5122324965421854,0.4927685950413223,0.5365541610820032,544,422,0.0780614132445431,13,0.007011866235167206
"POR","2016-17",82,7999,8851,2391,4787,0.4994777522456653,852,2272,0.375,0.3778270509977827,1513,2122,2660,2016,540,0.4437473860309494,0.4783588818755636,0.7887323943661971,0.3218586202011616,0.5160317225696418,0.5197620059498512,0.5584061826935259,346,410,0.08564863171088365,21,0.009242957746478873
"SAC","2016-17",82,7816,8430,2368,4774,0.49602010892333476,737,1960,0.3760204081632653,0.3797729618163055,1483,2396,2340,1938,273,0.5059121621621622,0.5433106575963719,0.8765264586160109,0.2910602910602911,0.4941369195162013,0.5158152658152658,0.5541937193586856,326,403,0.08441558441558442,17,0.008673469387755102
"SAS","2016-17",82,7746,8637,2469,4937,0.5001012760785902,753,1927,0.3907628437986507,0.3930062630480167,1440,2592,2346,1974,285,0.5249088699878494,0.5681718544498027,0.8738379814077025,0.28074009324009325,0.5012930168005844,0.524256993006993,0.5622878036040742,376,319,0.0646141381405712,14,0.007265179034769071
"OKC","2016-17",82,8031,8741,2545,5053,0.5036611913714625,692,2116,0.3270321361058601,0.3291984732824427,1575,2372,2718,1605,471,0.46601178781925345,0.5072711719418306,0.773121387283237,0.29515971544148417,0.5314197732997481,0.4997907657971823,0.5374737621928634,414,443,0.08767069067880467,7,0.0033081285444234404
"TOR","2016-17",82,7796,8762,2486,4922,0.5050792360828932,725,1996,0.3632264529058116,0.3649193548387097,1615,1848,3124,1779,396,0.37168141592920356,0.3957173447537473,0.8179310344827586,0.2885226944203527,0.4926618802551464,0.5165510263081815,0.5589704187475989,302,379,0.07700121901665989,13,0.006513026052104208
"UTA","2016-17",82,7498,8258,2242,4387,0.5110553909277411,791,2128,0.3717105263157895,0.3738760056791292,1401,2036,2448,1899,474,0.45405887600356826,0.49178743961352656,0.8002528445006322,0.3266308518802763,0.515348567908839,0.5262471220260936,0.5613555616288604,344,300,0.06838386140870754,12,0.005639097744360902
"MEM","2016-17",82,7621,8239,2217,4685,0.4732123799359658,767,2169,0.35361917934532044,0.3596244131455399,1504,2236,2198,1878,423,0.5042850699142986,0.5564957690393231,0.8161668839634941,0.31645754304056023,0.5000731972389485,0.491318937846513,0.5328519385896435,416,394,0.08409818569903948,16,0.007376671277086215
"WAS","2016-17",82,8031,8953,2632,5107,0.5153710593303309,756,2030,0.3724137931034483,0.3753723932472691,1421,2612,2652,1950,318,0.49620060790273557,0.5350266284309709,0.8597883597883598,0.28443323525290737,0.514813310820318,0.5276726916071178,0.5626658243840809,382,364,0.07127472097121598,13,0.0064039408866995075
"DET","2016-17",82,7796,8309,2638,5367,0.49152226569778273,631,1915,0.32950391644908616,0.3351063829787234,1140,2398,2878,1599,294,0.454510993176649,0.49321266968325794,0.8446909667194928,0.26297720406481734,0.5020936083471531,0.49224114254325735,0.5200351714608717,414,330,0.06148686416992733,9,0.004699738903394256
"CHA","2016-17",82,7843,8601,2269,4653,0.4876423812594025,824,2347,0.3510864933958245,0.35321888412017166,1591,2472,2066,1965,507,0.5447333627148524,0.5802816901408451,0.7949029126213593,0.3352857142857143,0.5138044587813619,0.5007142857142857,0.5468191108840061,278,428,0.09198366645175156,22,0.009373668512995313
"DET","2013-14",82,7798,8286,2675,5544,0.4825036075036075,507,1580,0.3208860759493671,0.3270967741935484,1415,2638,2712,1185,336,0.4930841121495327,0.5586615840745447,0.7790927021696252,0.22178551375631667,0.5259402848279752,0.482243121841662,0.5130662020905923,628,399,0.07196969696969698,4,0.002531645569620253
"CHA","2013-14",82,7624,7942,2460,5259,0.4677695379349686,516,1471,0.35078178110129166,0.3549276361130255,1474,2654,2266,1353,195,0.5394308943089431,0.5782135076252723,0.874031007751938,0.2185735512630015,0.49872035517087,0.48053491827637446,0.5190969943562147,330,399,0.07586993725042784,16,0.010876954452753228
"UTA","2013-14",82,7513,7791,2408,5075,0.47448275862068967,543,1577,0.3443246670894103,0.3503225806451613,1346,2340,2476,1482,147,0.48588039867109634,0.5404157043879908,0.9097605893186004,0.23707155742633795,0.4951481190512162,0.48444076969332533,0.5220113085621971,486,389,0.07665024630541872,12,0.007609384908053266
"MEM","2013-14",82,7389,7884,2717,5576,0.48726685796269725,405,1147,0.35309503051438534,0.35879218472468916,1235,2860,2574,1086,129,0.5263157894736842,0.5780113177041228,0.8938271604938272,0.17060835936337945,0.4920456398387338,0.49449650453666516,0.5265136259900658,486,406,0.07281205164992827,4,0.0034873583260680036
"WAS","2013-14",82,7786,8254,2530,5216,0.48504601226993865,647,1704,0.3796948356807512,0.3831553973902728,1253,2654,2406,1746,195,0.5245059288537549,0.5601519628535246,0.8995363214837713,0.24624277456647398,0.5029536988685813,0.5058526011560693,0.5368290453180097,322,314,0.060199386503067484,6,0.0035211267605633804
"LAC","2013-14",82,7863,8850,2515,4795,0.5245046923879041,693,1966,0.35249237029501523,0.3548717948717949,1741,2858,2172,1761,318,0.5681908548707754,0.6146236559139785,0.847041847041847,0.29078538677710397,0.5051132872846108,0.5257358378938027,0.5627963603742151,380,263,0.054848800834202294,21,0.010681586978636826
"LAL","2013-14",82,8101,8442,2365,4948,0.47797089733225545,774,2032,0.3809055118110236,0.3820335636722606,1390,2690,2040,1983,339,0.5687103594080338,0.6102540834845736,0.8540051679586563,0.29111747851002867,0.4991651162790698,0.5051575931232092,0.5421228906350638,322,370,0.07477768795472918,17,0.008366141732283465
"MIA","2013-14",82,7535,8380,2477,4443,0.5575061895115913,665,1829,0.3635866593767086,0.3650357339197361,1431,2524,2430,1755,240,0.5094872830036334,0.5430292598967298,0.8796992481203008,0.29161352040816324,0.5245710437979539,0.5539700255102041,0.5884430630121503,306,248,0.05581814089579113,8,0.004373974849644614
"ATL","2013-14",82,7805,8282,2293,4572,0.5015310586176728,768,2116,0.3629489603024575,0.3650642551166111,1392,2742,1844,2010,294,0.5979066724814653,0.6341350601295097,0.8723958333333334,0.31638755980861244,0.5101102460246024,0.5151016746411483,0.552130796033235,262,335,0.07327209098862641,19,0.008979206049149339
"CLE","2013-14",82,7691,8054,2452,5315,0.4613358419567262,584,1640,0.35609756097560974,0.36160990712074303,1398,2516,2388,1440,312,0.5130505709624796,0.5507880910683012,0.821917808219178,0.2358015815959741,0.5042668063583815,0.4785046728971963,0.5147191155675537,336,451,0.08485418626528693,10,0.006097560975609756
"NOP","2013-14",82,7608,8177,2615,5458,0.47911322828875047,486,1303,0.37298541826554105,0.38087774294670845,1489,2648,2582,1263,195,0.5063097514340344,0.5539748953974896,0.8662551440329218,0.1927229699748558,0.4948658242901739,0.4946013903268747,0.5342969776609724,450,487,0.08922682301209234,17,0.013046815042210284
"CHI","2013-14",82,7454,7680,2335,5118,0.45623290347792106,508,1459,0.34818368745716244,0.3521617852161785,1486,2852,1818,1302,222,0.6107066381156316,0.6774346793349169,0.8543307086614174,0.2218336627641782,0.492765635502597,0.47088338148091835,0.5140029621650734,460,466,0.09105119187182494,24,0.01644962302947224
"DAL","2013-14",82,7767,8597,2528,4981,0.5075286087131098,721,1877,0.38412360149174213,0.38784292630446476,1378,2628,2428,1863,300,0.5197784810126582,0.5570156846121238,0.8613037447988904,0.273694954797317,0.5030807079128273,0.5263196267133275,0.561564715148333,338,279,0.05601284882553704,9,0.004794885455514118
"GSW","2013-14",82,7952,8549,2462,4968,0.49557165861513686,774,2037,0.3799705449189985,0.3843858776727996,1303,2656,2268,1752,570,0.5393988627132412,0.5876106194690266,0.7545219638242894,0.2907922912205567,0.5040995053763441,0.5172019985724482,0.5478244078269825,404,333,0.06702898550724638,9,0.004418262150220913
"HOU","2013-14",82,7969,8829,2339,4424,0.5287070524412296,779,2179,0.3575034419458467,0.3591874422899354,1814,2210,2468,1950,387,0.4724241128687473,0.519755409219191,0.834403080872914,0.3300015144631228,0.5266659653653349,0.531197940330153,0.5676827693102557,426,447,0.10103978300180831,13,0.005966039467645709
"BOS","2013-14",82,7679,7892,2421,5154,0.46973224679860304,575,1729,0.3325621746674378,0.33645406670567585,1325,2472,2370,1470,255,0.5105328376703842,0.5620736698499318,0.8521739130434782,0.2511986052593346,0.49827977978707894,0.4770448932151678,0.5140835844360016,444,358,0.06946061311602639,15,0.008675534991324466
"BKN","2013-14",82,7568,8079,2222,4469,0.49720295368091294,709,1922,0.3688865764828304,0.37374802319451766,1508,2180,2264,1872,255,0.49054905490549056,0.5212816834050693,0.8801128349788434,0.3007354091691441,0.49659655606227393,0.5140823032389298,0.5526677667766776,262,322,0.07205191317968225,15,0.007804370447450572
"NYK","2013-14",82,7478,8084,2268,4701,0.4824505424377792,759,2038,0.37242394504416093,0.37711442786069654,1271,2040,2496,1863,414,0.4497354497354497,0.4878048780487805,0.8181818181818182,0.3024187564920611,0.4994953344281875,0.5054904288470099,0.5381475036808995,354,266,0.05658370559455435,11,0.005397448478900883
"SAS","2013-14",82,7818,8639,2628,5087,0.5166109691370159,698,1757,0.3972680705748435,0.4009190120620333,1289,2910,2346,1827,267,0.5536529680365296,0.5890688259109311,0.8724928366762178,0.25672121566335476,0.5073476992966002,0.5369666861484512,0.5696319830553349,316,361,0.07096520542559465,18,0.010244735344336939
"MIN","2013-14",82,8048,8768,2589,5418,0.4778516057585825,600,1757,0.3414911781445646,0.34445083381253594,1790,2920,2258,1509,291,0.5639242950946312,0.6298533218291631,0.8383333333333334,0.2448780487804878,0.5189755526021265,0.48627177700348434,0.5324215410917084,542,438,0.08084163898117387,19,0.010813887307911212
"ORL","2013-14",82,7762,7914,2459,5188,0.47397841171935234,563,1596,0.35275689223057644,0.35723350253807107,1307,2570,2348,1323,366,0.5225701504676697,0.5695921985815603,0.783303730017762,0.23525943396226415,0.4924472908956329,0.48695459905660377,0.5237810548691377,406,430,0.08288357748650732,15,0.009398496240601503
"OKC","2013-14",82,7877,8705,2530,4943,0.5118349180659518,664,1839,0.3610657966286025,0.36523652365236525,1653,2638,2422,1425,567,0.5213438735177865,0.5700086430423509,0.7153614457831325,0.27115895016219405,0.5137671377830398,0.5199056325567679,0.5634105098855359,432,282,0.05705037426663969,14,0.0076128330614464385
"IND","2013-14",82,7585,7933,2399,5031,0.4768435698668257,550,1542,0.35667963683527887,0.3618421052631579,1485,2388,2410,1371,279,0.49770737807419757,0.5373537353735374,0.8309090909090909,0.2345960748516659,0.4877193230440098,0.4904914042294234,0.5317214439655172,354,373,0.07414032995428345,5,0.00324254215304799
"SAC","2013-14",82,7766,8241,2535,5291,0.47911547911547914,491,1475,0.3328813559322034,0.33515731874145005,1698,2346,2724,1122,351,0.46272189349112425,0.5165125495376486,0.7617107942973523,0.2180017735737511,0.48231964418087475,0.48352054389595034,0.5291268406096615,528,450,0.08505008505008504,9,0.006101694915254237
"ATL","2017-18",82,8001,8475,2213,4472,0.49485688729874777,917,2544,0.3604559748427673,0.36403334656609765,1298,2300,2126,2388,363,0.5196565747853592,0.5653883972468043,0.8680479825517994,0.36259977194982895,0.5130725300687285,0.5114737742303307,0.546583850931677,358,434,0.09704830053667263,19,0.007468553459119497
"CHI","2017-18",82,8063,8440,2264,4736,0.4780405405405405,906,2549,0.355433503334641,0.3582443653618031,1194,2310,2218,2304,414,0.5101590106007067,0.5510496183206107,0.847682119205298,0.34989704873026767,0.508271912432879,0.4973232669869595,0.5296375534860307,336,406,0.08572635135135136,17,0.006669282071400549
"MIL","2017-18",82,7909,8731,2539,4782,0.5309493935591802,718,2024,0.3547430830039526,0.35739173718267797,1499,2542,2536,1902,252,0.500590783773139,0.533585222502099,0.883008356545961,0.29738466059359386,0.5159366563513115,0.5312959153687923,0.5690401258851299,314,356,0.07444583856127143,10,0.004940711462450593
"LAC","2020-21",72,6970,8209,1982,3744,0.5293803418803419,1027,2498,0.411128903122498,0.41320982682239227,1164,1798,2166,2571,510,0.4535822401614531,0.49477160154100164,0.8344693281402142,0.40019224607497594,0.5147172693667631,0.5643223325857097,0.5978086194302411,330,289,0.07719017094017094,15,0.00600480384307446
"LAL","2020-21",72,7099,7887,2129,3949,0.5391238288174222,796,2248,0.3540925266903915,0.3561521252796421,1241,2154,2104,2094,294,0.5058713010803194,0.5497702909647779,0.8768844221105527,0.3627561723414555,0.5230555699481866,0.5362272067129256,0.5686430849521601,340,319,0.0807799442896936,8,0.0035587188612099642
"BKN","2020-21",72,7187,8537,2086,3689,0.5654648956356736,1020,2600,0.3923076923076923,0.3941267387944359,1305,2236,1936,2433,627,0.535953978906999,0.578375581996896,0.7950980392156862,0.413420257592622,0.5354285179282869,0.5749721736365082,0.6088386727688787,306,313,0.08484684196259148,17,0.006538461538461538
"MIL","2020-21",72,7348,8649,2183,3941,0.5539203247906622,1038,2669,0.3889097040089921,0.3902255639097744,1169,2044,2322,2436,678,0.46816307833256987,0.505940594059406,0.7822736030828517,0.4037821482602118,0.5283571623465212,0.5658093797276853,0.5939135224456072,326,325,0.08246637909160112,23,0.008617459722742601
"PHI","2020-21",72,7179,8182,2170,4088,0.5308219178082192,811,2169,0.3739050253573075,0.3756368689207967,1409,1962,2378,2175,258,0.452073732718894,0.4947049924357035,0.8939580764488286,0.34665175003995524,0.5152935687970527,0.5412338181237014,0.576541459957477,374,311,0.07607632093933464,24,0.011065006915629323
"WAS","2020-21",72,7506,8398,2375,4458,0.5327501121579183,733,2088,0.3510536398467433,0.3525733525733526,1449,2380,2370,1935,264,0.5010526315789474,0.5370036101083032,0.8799454297407913,0.31897341888175984,0.4994306656465187,0.5307821570424687,0.5697325327510917,318,334,0.07492148945715567,13,0.006226053639846743
"CLE","2020-21",72,7032,7476,2058,4034,0.5101636093207734,720,2141,0.33629145259224663,0.3372365339578454,1200,2222,1894,1815,345,0.5398445092322643,0.5884533898305084,0.8402777777777778,0.3467206477732794,0.5345787416896384,0.5081781376518218,0.5416303400174368,340,403,0.0999008428358949,22,0.010275572162540868
"PHX","2020-21",72,7062,8300,2178,3867,0.5632273079906904,940,2490,0.37751004016064255,0.37933817594834546,1124,2282,2074,2394,426,0.5238751147842057,0.5620689655172414,0.8489361702127659,0.39169419537517697,0.5136008670975879,0.5644171779141104,0.597097892001155,296,246,0.06361520558572537,12,0.004819277108433735
"ORL","2020-21",72,7081,7488,1970,4135,0.47642079806529625,784,2288,0.34265734265734266,0.34416154521510095,1196,1846,2094,1944,408,0.4685279187817259,0.5191226096737908,0.826530612244898,0.35621983496808346,0.5030609343316176,0.48980227308111474,0.5271493212669683,384,364,0.08802902055622733,20,0.008741258741258742
"MIA","2020-21",72,6949,7781,1892,3423,0.5527315220566754,932,2606,0.35763622409823487,0.35970667695870323,1201,2126,1658,2496,300,0.5618393234672304,0.5951847704367301,0.8927038626609443,0.432244153259247,0.5220335052403926,0.5456958036158567,0.5800538680233428,212,260,0.0759567630733275,27,0.010360706062931695
"GSW","2020-21",72,7344,8187,1925,3558,0.5410342889263631,1048,2789,0.37576192183578344,0.3777056277056277,1193,2292,1558,2535,609,0.5953246753246754,0.6359600443951166,0.8062977099236641,0.43942019851898534,0.5204042986067131,0.5509689617141957,0.5846826192864307,246,296,0.08319280494659921,16,0.005736823234134099
"MEM","2020-21",72,7229,8157,2282,4350,0.5245977011494253,803,2258,0.35562444641275465,0.3559698180204172,1184,2476,2088,2100,309,0.5425065731814198,0.6041971693509028,0.8717310087173101,0.34170702179176754,0.524826639903045,0.5276180387409201,0.558908441022821,466,351,0.08068965517241379,26,0.011514614703277236
"NYK","2020-21",72,6926,7706,1992,4062,0.49039881831610044,847,2163,0.39158576051779936,0.39285714285714285,1181,1656,2328,2139,402,0.41566265060240964,0.45098039215686275,0.8417945690672963,0.3474698795180723,0.5154980775418275,0.5240963855421686,0.5576446582130885,312,375,0.09231905465288036,16,0.007397133610725843
"MIN","2020-21",72,7305,8073,1988,3840,0.5177083333333333,944,2706,0.34885439763488546,0.35053843297437803,1265,2116,1860,2364,468,0.5321931589537223,0.5900725041829337,0.8347457627118644,0.41338221814848763,0.5407673433430367,0.5200122212037885,0.5532369146005509,390,384,0.1,14,0.005173688100517369
