"Name","Season","GamesPlayed","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked"
"ATL","2020-21",72,7086,8186,2042,3879,0.5264243361691158,895,2402,0.3726061615320566,0.37447698744769875,1417,2058,2026,2124,561,0.5039177277179236,0.5635268346111719,0.7910614525139665,0.38242318102213024,0.5304957746478873,0.5388473173061614,0.5784285916891221,432,350,0.09022944057746841,13,0.005412156536219817
"DEN","2020-21",72,7044,8284,2187,3960,0.5522727272727272,927,2462,0.3765231519090171,0.3791411042944785,1129,2288,2086,2367,414,0.5230909922267947,0.5836734693877551,0.8511326860841424,0.3833696667704765,0.5126784542044389,0.5570694487698536,0.5881807812945538,454,315,0.07954545454545454,10,0.004061738424045491
"CHI","2020-21",72,7136,7969,2131,3934,0.541687849517031,904,2446,0.3695829926410466,0.37145207733443025,995,2338,1924,2274,438,0.5485687470671047,0.595213849287169,0.838495575221239,0.3833855799373041,0.5294976729559748,0.5465517241379311,0.5754853665604173,334,351,0.08922216573462124,13,0.005314799672935405
"NOP","2020-21",72,7224,8251,2298,4222,0.5442918048318333,762,2190,0.34794520547945207,0.3497695852534562,1369,2416,2180,1992,294,0.525674499564839,0.5841392649903289,0.8713910761154856,0.3415470991890206,0.5358961418062295,0.5366500311915159,0.5701426395236117,460,402,0.09521553765987684,24,0.010958904109589041
"SAC","2020-21",72,7189,8189,2193,3982,0.5507282772476143,874,2400,0.3641666666666667,0.36645702306079664,1181,2264,2122,2112,510,0.5161878704970361,0.5584607794770597,0.8054919908466819,0.3760576621748668,0.5200065241314259,0.5490441867753055,0.5775276125743416,332,319,0.08011049723756906,17,0.007083333333333333
"BOS","2020-21",72,7094,8109,2006,3783,0.5302669838752313,979,2618,0.3739495798319328,0.37668333974605617,1160,1918,2094,2190,747,0.4780658025922233,0.5272127542605828,0.745658835546476,0.40899859396969224,0.5129290823529412,0.5428058115919387,0.5739741587391737,374,313,0.08273856727464975,21,0.008021390374331552
"DAL","2020-21",72,6996,8096,1964,3543,0.5543324865932825,994,2744,0.3622448979591837,0.36386954928545256,1186,1748,2180,2319,663,0.445010183299389,0.48021978021978023,0.7776659959758552,0.43645617941784637,0.5239491695943788,0.5495466836328933,0.5813049114215757,288,244,0.06886819079875811,20,0.007288629737609329
"SAS","2020-21",72,7174,7998,2298,4472,0.5138640429338104,716,2046,0.34995112414467255,0.3509803921568627,1254,2262,2334,1884,264,0.49216710182767626,0.5287517531556802,0.8770949720670391,0.31389996931574105,0.5095367009834051,0.5173366063209573,0.5543962159154145,318,356,0.07960644007155634,13,0.00635386119257087
"IND","2015-16",82,7989,8377,2479,5096,0.48645996860282575,663,1889,0.3509793541556379,0.35378868729989327,1430,2416,2542,1599,390,0.4872932634126664,0.525674499564839,0.803921568627451,0.270436649964209,0.5024659352517986,0.49727988546886187,0.5347525006411901,362,350,0.06868131868131869,16,0.008470089994706194
"UTA","2015-16",82,7536,8010,2263,4637,0.48803105456113866,694,1956,0.35480572597137017,0.35902741852043457,1402,1966,2560,1713,369,0.4343791427308882,0.46966077400860007,0.8227665706051873,0.296678295161535,0.5056108176004872,0.5011375701501593,0.5367201185824013,340,377,0.08130256631442744,8,0.00408997955010225
"BOS","2015-16",82,8115,8669,2499,5176,0.48280525502318394,717,2142,0.33473389355742295,0.33646616541353386,1520,2730,2268,1848,303,0.5462184873949579,0.5950305143853531,0.8591352859135286,0.29270292429625583,0.5193883324198411,0.48845312927029244,0.5284577723378213,410,431,0.08326893353941267,19,0.008870214752567693
"CLE","2015-16",82,7694,8555,2291,4460,0.513677130044843,880,2428,0.3624382207578254,0.3632231404958678,1333,2204,2378,2277,363,0.4810126582278481,0.5108947612424664,0.8625,0.3524970963995354,0.5220764371998253,0.5242450638792102,0.5560857628448164,268,345,0.0773542600896861,17,0.00700164744645799
"NOP","2015-16",82,7977,8423,2451,5089,0.4816270387109452,702,1951,0.35981547924141466,0.36208677685950413,1415,2500,2402,1704,402,0.5099959200326397,0.5472854640980735,0.8091168091168092,0.27713068181818185,0.5119049736354567,0.49772727272727274,0.533545918367347,334,410,0.08056592650815485,13,0.006663249615581753
"CHI","2015-16",82,7931,8335,2514,5417,0.4640945172604763,651,1753,0.37136337706788364,0.37572254335260113,1354,2588,2440,1728,225,0.5147175815433572,0.5609016038144776,0.8847926267281107,0.24449093444909345,0.49747913865546217,0.48682008368200835,0.5242871561948019,414,453,0.08362562303858224,12,0.0068454078722190535
"DAL","2015-16",82,7859,8388,2258,4558,0.4953927161035542,806,2342,0.3441502988898377,0.3474137931034483,1454,2256,2260,2055,363,0.4995571302037201,0.5273492286115007,0.8498759305210918,0.33942028985507244,0.5017574359720606,0.5024637681159421,0.5409857328145266,238,352,0.07722685388328214,11,0.004696840307429547
"DEN","2015-16",82,7880,8355,2437,5060,0.4816205533596838,656,1943,0.3376222336592898,0.33974025974025973,1513,2648,2226,1602,366,0.5432909314731227,0.5915996425379804,0.8140243902439024,0.2774525203484221,0.5134025154077684,0.48850492646008853,0.528783835303088,398,501,0.09901185770750988,16,0.008234688625836336
"GSW","2015-16",82,8220,9421,2412,4567,0.5281366323626012,1077,2592,0.41550925925925924,0.4183235867446394,1366,3020,1804,2589,642,0.6260364842454395,0.6672558550596553,0.8012999071494893,0.3620617404665456,0.5280961257720382,0.5625785724263165,0.5912183444626433,298,324,0.0709437267352748,12,0.004629629629629629
"HOU","2015-16",82,8043,8737,2216,4314,0.5136764024107556,878,2533,0.3466245558626135,0.350499001996008,1671,2250,2182,2088,546,0.5076714801444043,0.5555555555555556,0.7927107061503417,0.36994304074777273,0.5337374026737183,0.5159924054330364,0.5498798836768238,382,392,0.09086694483078349,12,0.00473746545598105
"LAC","2015-16",82,7908,8569,2344,4569,0.5130225432260889,797,2190,0.3639269406392694,0.3664825046040516,1490,2468,2220,1917,474,0.5264505119453925,0.5546067415730337,0.8017565872020075,0.32401242787394585,0.501964947761194,0.5236721408492381,0.5516459305339554,238,248,0.0542788356314292,11,0.00502283105022831
"LAL","2015-16",82,7853,7982,2241,4940,0.4536437246963563,639,2016,0.3169642857142857,0.31977911646586343,1583,2018,2464,1407,510,0.4502454261490406,0.4816229116945107,0.7339593114241002,0.2898217366302473,0.5019000216888375,0.4599626221966647,0.5074798619102416,292,436,0.08825910931174089,22,0.010912698412698412
"MIA","2015-16",82,7688,8204,2652,5217,0.5083381253594019,498,1480,0.3364864864864865,0.3404109589041096,1406,2494,2810,1386,108,0.47021116138763197,0.5127467105263158,0.927710843373494,0.22099447513812154,0.5014372806359683,0.5075406898611319,0.5435475305363782,440,328,0.0628713820203182,9,0.006081081081081081
"MIL","2015-16",82,7768,8122,2705,5463,0.49514918542925135,440,1278,0.3442879499217527,0.3486529318541997,1392,3000,2410,1185,135,0.5545286506469501,0.5992808629644427,0.8977272727272727,0.18958611481975968,0.5202707960644007,0.49918409731493846,0.5351422898742555,404,450,0.08237232289950576,12,0.009389671361502348
"MIN","2015-16",82,7862,8398,2640,5321,0.49614734072542754,455,1347,0.33778767631774315,0.3400597907324365,1753,3052,2228,1170,195,0.578030303030303,0.628500823723229,0.8571428571428571,0.20200959808038393,0.5033349767022396,0.4982753449310138,0.5467748266387544,424,417,0.0783687276827664,10,0.007423904974016332
"BKN","2015-16",82,7818,8089,2605,5412,0.48133776792313376,531,1508,0.3521220159151194,0.3551839464882943,1286,2762,2448,1344,249,0.5301343570057582,0.5716059602649006,0.8436911487758946,0.21791907514450867,0.4915159298449051,0.4915462427745665,0.5257079472791335,378,418,0.07723577235772358,12,0.007957559681697613
"NYK","2015-16",82,7682,8065,2412,5124,0.4707259953161593,610,1762,0.34619750283768447,0.34917000572409845,1411,2302,2522,1593,237,0.4771973466003317,0.5241347905282332,0.8704918032786885,0.2558814986930003,0.48710716783216784,0.48315422596572755,0.5248009398250881,432,337,0.06576893052302889,6,0.00340522133938706
"ORL","2015-16",82,7929,8369,2606,5302,0.4915126367408525,636,1818,0.34983498349834985,0.354712771890686,1249,2754,2458,1668,240,0.5283960092095165,0.575187969924812,0.8742138364779874,0.25533707865168537,0.5043567659094116,0.5,0.5324741610310068,424,435,0.08204451150509241,13,0.007150715071507151
"PHI","2015-16",82,8033,7988,2206,4632,0.47625215889464595,764,2255,0.33880266075388027,0.3407771326485038,1284,2212,2200,1977,315,0.5013599274705349,0.5507968127490039,0.862565445026178,0.3274284884565123,0.5174041636284089,0.4867140990271526,0.5175644028103045,396,453,0.0977979274611399,13,0.005764966740576497
"PHX","2015-16",82,8081,8271,2313,4900,0.4720408163265306,738,2118,0.34844192634560905,0.3504273504273504,1431,2174,2452,1842,372,0.4699524427150886,0.5193502150023889,0.8319783197831978,0.3017953833000855,0.5174705065827132,0.4873183243089199,0.5244973275642657,440,432,0.08816326530612245,17,0.008026440037771483
"POR","2015-16",82,7921,8622,2303,4704,0.4895833333333333,864,2336,0.3698630136986301,0.37182249030590264,1424,2162,2444,2001,591,0.46938775510204084,0.5145168967158495,0.7719907407407407,0.33181818181818185,0.5150659039064728,0.5112215909090909,0.5458418107833164,404,410,0.08715986394557823,14,0.0059931506849315065
"SAC","2015-16",82,8233,8740,2623,5244,0.5001906941266209,660,1839,0.35889070146818924,0.3624382207578254,1514,2886,2360,1698,282,0.5501334349980938,0.5967741935483871,0.8575757575757575,0.2596357475645913,0.5034475779036827,0.5100945926867146,0.5435625,410,427,0.08142639206712433,10,0.005437737901033171
"SAS","2015-16",82,7697,8490,2719,5279,0.5150596703921198,570,1518,0.37549407114624506,0.37898936170212766,1342,2988,2450,1548,162,0.549466715704303,0.584278451310129,0.9052631578947369,0.22333382374577018,0.4925255831118984,0.5258202148006473,0.5622423194573747,324,308,0.058344383405948094,9,0.005928853754940711
"OKC","2015-16",82,7976,9038,2694,5137,0.5244306015183959,678,1945,0.34858611825192803,0.35020661157024796,1616,2738,2650,1542,492,0.508166295471418,0.5531313131313131,0.7581120943952803,0.274639932222536,0.526886848810872,0.5240045184975995,0.5629304946775203,438,366,0.07124781000583999,7,0.0035989717223650387
"TOR","2015-16",82,7628,8422,2298,4754,0.48338241480858224,708,1915,0.3697127937336815,0.37190952130457655,1702,1840,2756,1848,276,0.40034812880765885,0.42066758116140834,0.8700564971751412,0.2871494976758135,0.4964960941034535,0.5038236617183985,0.547728165510017,222,425,0.08939840134623475,17,0.008877284595300261
"CHA","2020-21",72,7083,7881,1890,3658,0.5166757791142701,985,2666,0.36946736684171044,0.3713207547169811,1146,2228,1552,2457,498,0.5894179894179894,0.6300904977375565,0.8314720812182741,0.4215686274509804,0.5330920818787687,0.5324952561669829,0.5632439409149577,244,335,0.09158009841443411,12,0.00450112528132033
"IND","2020-21",72,7353,8302,2226,4122,0.5400291120815138,889,2445,0.36359918200408997,0.36449364493644937,1183,2382,2070,2346,321,0.5350404312668463,0.5781553398058252,0.8796400449943758,0.37231612608497033,0.5377272796584325,0.5420283234353586,0.5743824590618929,332,362,0.08782144590004852,18,0.007361963190184049
"POR","2020-21",72,7078,8360,1841,3619,0.5087040618955513,1132,2939,0.3851650221163661,0.3864800273130761,1282,1492,2190,2355,1041,0.4052145573058121,0.4568279240661359,0.6934628975265018,0.4481549252820982,0.5247640703902066,0.5396462336078073,0.5764282750034583,416,312,0.08621166067974578,21,0.007145287512759442
"TOR","2020-21",72,7105,8011,1818,3552,0.5118243243243243,1041,2831,0.3677145884846344,0.369542066027689,1252,1758,1878,2568,555,0.4834983498349835,0.5314389359129383,0.8222862632084534,0.44352185492715024,0.5201906215578285,0.5294532351558828,0.5662599318955732,328,383,0.10782657657657657,19,0.006711409395973154
"DET","2020-21",72,7050,7676,1951,3792,0.5145042194092827,832,2370,0.3510548523206751,0.3522438611346317,1278,1986,1916,2250,246,0.5089697590978985,0.5584926884139483,0.9014423076923077,0.38461538461538464,0.5214912601626016,0.5191496267445634,0.5550878211641748,346,399,0.10522151898734178,20,0.008438818565400843
"OKC","2020-21",72,7274,7560,1938,3809,0.5087949593069047,857,2529,0.3388691182285488,0.34103585657370517,1113,1764,2112,2118,453,0.4551083591331269,0.5037121644774415,0.823803967327888,0.39902177343010414,0.5264936342042755,0.5085989271063427,0.5379728765167737,374,368,0.09661328432659491,10,0.0039541320680110716
"UTA","2020-21",72,7124,8382,1766,3246,0.5440542205791744,1205,3098,0.38896061975468044,0.3908530651962374,1235,1568,1964,2757,858,0.44394110985277463,0.4927718416090509,0.762655601659751,0.48833543505674654,0.5194588983720563,0.5632881462799496,0.5961648132306815,350,260,0.08009858287122612,22,0.0071013557133634605
"DET","2012-13",82,7487,7778,2466,5198,0.47441323585994616,513,1440,0.35625,0.36152219873150104,1307,2534,2398,1425,114,0.513787510137875,0.5720090293453725,0.9259259259259259,0.216932811087677,0.5317087883829981,0.48742090991262427,0.5190476190476191,502,459,0.08830319353597538,13,0.009027777777777777
"CHA","2012-13",82,7538,7661,2354,5250,0.4483809523809524,469,1399,0.33523945675482486,0.3401015228426396,1546,2388,2320,1179,228,0.5072217502124045,0.547455295735901,0.837953091684435,0.21040758008723115,0.5110191820102626,0.45984358550157917,0.5041611624834874,346,556,0.1059047619047619,9,0.006433166547533953
"PHI","2012-13",82,7487,7640,2541,5457,0.46564046179219354,518,1438,0.36022253129346316,0.36427566807313644,1004,2848,2234,1329,225,0.5604092876820149,0.614853195164076,0.8552123552123552,0.20855692530819434,0.49699914144353896,0.4812182741116751,0.5075888696578352,450,387,0.07091808686091258,9,0.006258692628650904
"PHX","2012-13",82,7707,7805,2581,5462,0.47253753203954596,480,1455,0.32989690721649484,0.3328690807799443,1203,2912,2250,1197,243,0.5641224331654398,0.6148648648648649,0.83125,0.21035130837068092,0.5040613722077169,0.47723001301142115,0.5090491803278688,426,408,0.074697912852435,13,0.008934707903780068
"POR","2012-13",82,7560,7995,2336,4811,0.48555393889004367,673,1904,0.35346638655462187,0.35683987274655354,1304,2470,2202,1647,372,0.528681506849315,0.5825471698113207,0.8157503714710252,0.28354430379746837,0.5150621037679426,0.49821295606850335,0.5345430107526882,432,347,0.07212637705258781,12,0.0063025210084033615
"SAC","2012-13",82,7736,8219,2476,5223,0.47405705533218456,610,1681,0.36287923854848303,0.3666465984346779,1437,2432,2520,1476,354,0.4911147011308562,0.5438282647584973,0.8065573770491803,0.24348203939745075,0.5035639700537868,0.49116454229432216,0.5298304646046331,480,509,0.0974535707447827,8,0.004759071980963712
"SAS","2012-13",82,7827,8448,2547,4911,0.5186316432498472,663,1764,0.3758503401360544,0.3792906178489702,1365,2916,2178,1800,189,0.5724381625441696,0.6032271410839884,0.9049773755656109,0.2642696629213483,0.5150623872519543,0.530561797752809,0.5660707084285522,260,395,0.08043168397475056,10,0.005668934240362812
"OKC","2012-13",82,7745,8669,2528,4916,0.5142392188771359,598,1588,0.3765743073047859,0.3795295613477432,1819,2488,2568,1527,267,0.4920886075949367,0.532762312633833,0.8511705685618729,0.24415744157441574,0.5196317677001389,0.5265990159901599,0.5758344459279039,386,318,0.06468673718470301,4,0.0025188916876574307
"TOR","2012-13",82,7515,7971,2408,5020,0.4796812749003984,571,1665,0.3429429429429429,0.3456416464891041,1442,2606,2210,1386,327,0.5411129568106312,0.5845670704351728,0.809106830122592,0.24906507105459985,0.4875332258064516,0.48833208676140616,0.5296513957526379,358,365,0.07270916334661355,22,0.013213213213213212
"UTA","2012-13",82,7536,8038,2539,5325,0.4768075117370892,507,1385,0.36606498194945847,0.3717008797653959,1439,2812,2266,1359,162,0.5537613233556519,0.6068191627104014,0.893491124260355,0.20640834575260805,0.49278162303664924,0.49172876304023844,0.5289864685592995,444,466,0.08751173708920187,14,0.010108303249097473
"MEM","2012-13",82,7312,7659,2582,5572,0.4633883704235463,382,1107,0.34507678410117437,0.3494967978042086,1349,2754,2410,1014,132,0.5333075135553834,0.5889649272882805,0.8848167539267016,0.16574337475670012,0.49818326824872333,0.47237610420721665,0.511813666263928,488,444,0.07968413496051686,6,0.005420054200542005
"WAS","2012-13",82,7622,7644,2365,5198,0.4549826856483263,545,1495,0.36454849498327757,0.36899119837508465,1279,2568,2162,1473,162,0.5429175475687104,0.5701598579040853,0.9009174311926605,0.22336769759450173,0.49465487256371815,0.4754967876886299,0.5095831657954698,226,349,0.06714120815698346,9,0.006020066889632107
"NOP","2012-13",82,7288,7714,2420,5115,0.4731182795698925,535,1474,0.36295793758480327,0.36744505494505497,1269,2524,2316,1377,228,0.5214876033057851,0.5924882629107981,0.8579439252336448,0.22370617696160267,0.490585260511883,0.4890726969191076,0.5262041598248495,580,478,0.09345063538611925,14,0.009497964721845319
"CHI","2012-13",82,7381,7641,2480,5433,0.45646972206883857,446,1265,0.3525691699604743,0.3568564554931836,1343,3024,1936,1122,216,0.6096774193548387,0.6823104693140795,0.8385650224215246,0.18886234696924456,0.49563716681641207,0.4701403404001194,0.5089070452718992,528,466,0.08577213325970919,11,0.008695652173913044
"DAL","2012-13",82,7813,8293,2576,5264,0.48936170212765956,606,1628,0.37223587223587223,0.37710018668326073,1323,2770,2382,1563,255,0.5376552795031055,0.5780467445742905,0.8597359735973598,0.23621590249564714,0.4955567774376913,0.5056587347649448,0.5419401417694933,360,325,0.06174012158054711,15,0.009213759213759214
"DEN","2012-13",82,7866,8704,2818,5465,0.5156450137236962,521,1518,0.3432147562582345,0.3498992612491605,1505,3106,2530,1347,216,0.5511000709723208,0.6114173228346457,0.8618042226487524,0.2173850780466848,0.5395194096472282,0.515466132034942,0.5470996216897857,556,541,0.0989935956084172,13,0.008563899868247694
"GSW","2012-13",82,7806,8296,2472,5208,0.47465437788018433,658,1632,0.40318627450980393,0.40821406347230865,1378,2678,2266,1518,456,0.5416666666666666,0.5857392825896763,0.7689969604863222,0.23859649122807017,0.49347184287812046,0.5057017543859649,0.5419787150177375,372,391,0.07507680491551459,8,0.004901960784313725
"BKN","2012-13",82,7356,7944,2314,4784,0.483695652173913,628,1760,0.3568181818181818,0.35988538681948423,1432,2242,2386,1641,243,0.48444252376836644,0.5302743614001892,0.8710191082802548,0.26894865525672373,0.4979787697499617,0.49755501222493886,0.5336752598191389,400,380,0.0794314381270903,10,0.005681818181818182
"NYK","2012-13",82,7394,8196,2105,4318,0.4874942102825382,891,2371,0.3757908055672712,0.38023952095808383,1313,1674,2536,2226,447,0.397624703087886,0.43503118503118504,0.8327721661054994,0.35446255045597247,0.5200856111862877,0.5145014202421887,0.5468687139600376,362,318,0.07364520611394164,9,0.003795866722901729
"ORL","2012-13",82,7579,7718,2587,5367,0.4820197503260667,506,1537,0.3292127521145088,0.33050293925538865,1026,2912,2262,1245,273,0.5628140703517588,0.6206308610400681,0.8201581027667985,0.22262456546929316,0.49687079524016836,0.4846465816917729,0.5138981691834825,482,417,0.07769703745109,13,0.008458035133376708
"IND","2012-13",81,7332,7674,2290,4926,0.464880227365002,555,1599,0.34709193245778613,0.3526048284625159,1429,2350,2230,1410,255,0.5131004366812227,0.5720545277507303,0.8468468468468469,0.2450574712643678,0.49879892174984597,0.478544061302682,0.5165289256198347,472,445,0.0903369874137231,14,0.008755472170106316
"CLE","2012-13",82,7586,7913,2446,5320,0.45977443609022556,547,1581,0.3459835547122075,0.34802043422733075,1380,2490,2402,1347,294,0.5089942763695829,0.5560518088432336,0.8208409506398537,0.22909723228517606,0.5103355752469494,0.4733371975076076,0.5099106101826661,414,551,0.10357142857142858,9,0.0056925996204933585
"ATL","2011-12",66,6044,6375,1937,4018,0.48208063713290195,492,1330,0.3699248120300752,0.37196969696969695,1025,2062,1812,1350,126,0.532266391326794,0.5680440771349863,0.9146341463414634,0.2486910994764398,0.516713109984985,0.50018698578908,0.5327951564076691,244,307,0.07640617222498755,6,0.004511278195488722
"NOP","2011-12",66,5864,5916,2041,4326,0.4717984281091077,259,777,0.3333333333333333,0.3372395833333333,1057,2304,1778,648,129,0.5644292013718766,0.6114649681528662,0.833976833976834,0.1522633744855967,0.47968863457760313,0.4760924946110131,0.5154855643044619,314,372,0.08599167822468794,8,0.010296010296010296
"CHI","2011-12",66,5912,6359,2048,4345,0.4713463751438435,419,1117,0.37511190689346463,0.38021778584392013,1006,2378,1718,1014,243,0.58056640625,0.6472509526401742,0.8066825775656324,0.20450384474551447,0.5036744436270002,0.49002196997436837,0.5204736063147508,422,340,0.07825086306098965,3,0.0026857654431512983
"DAL","2011-12",66,6123,6322,1901,3948,0.4815096251266464,497,1464,0.3394808743169399,0.3427586206896552,1029,1936,1866,1236,255,0.5092056812204103,0.55,0.8289738430583501,0.270509977827051,0.506665077893175,0.4890059127864006,0.5230910303434478,282,256,0.06484295845997974,9,0.006147540983606557
"DEN","2011-12",66,6281,6872,2137,4093,0.5221109210847789,435,1311,0.3318077803203661,0.3364341085271318,1293,2362,1912,1200,105,0.5526438933083763,0.5964646464646465,0.9195402298850575,0.24259807549962992,0.5447087967267993,0.5161917098445595,0.5519553975436329,314,427,0.10432445638895675,12,0.009153318077803204
"MIN","2011-12",66,6211,6464,1882,4011,0.46920967339815506,473,1423,0.3323963457484188,0.33522324592487596,1281,1784,1980,1194,225,0.47396386822529224,0.5373493975903615,0.8414376321353065,0.2618697092381303,0.5214465571349455,0.47690467427309535,0.5206611570247934,444,367,0.09149837945649464,10,0.007027406886858749
"BKN","2011-12",66,5971,6144,1755,3839,0.45715029955717634,507,1481,0.34233625928426736,0.3444520081688223,1113,1822,1688,1200,321,0.5190883190883191,0.5640866873065016,0.7889546351084813,0.27838345864661657,0.5012891927574501,0.47283834586466167,0.514802354920101,280,316,0.08231310237040897,14,0.009453072248480757
"NYK","2011-12",66,6178,6458,1848,3797,0.4867000263365815,517,1538,0.3361508452535761,0.33946158896913986,1211,1762,1934,1341,210,0.47673160173160173,0.514302393461763,0.8646034816247582,0.2882849109653233,0.5281121896162528,0.4917525773195876,0.5301603040819699,270,320,0.08427706083750329,14,0.009102730819245773
"ORL","2011-12",66,5911,6215,1605,3377,0.4752739117559964,670,1785,0.3753501400560224,0.3781038374717833,995,1522,1688,1680,330,0.47414330218068534,0.5284722222222222,0.835820895522388,0.34579620302208447,0.5181111413571845,0.5056179775280899,0.5310782967032966,330,268,0.07936037903464614,5,0.0028011204481792717
"POR","2011-12",66,6073,6415,1924,4035,0.4768277571251549,478,1382,0.3458755426917511,0.35043988269794724,1133,1858,1990,1260,174,0.48284823284823286,0.5345224395857308,0.8786610878661087,0.25512276167620457,0.5183856957328385,0.48753922835517816,0.5273405136702568,372,300,0.07434944237918216,14,0.010130246020260492
"SAC","2011-12",66,6271,6518,2079,4411,0.4713216957605985,411,1301,0.3159108378170638,0.3192818110850898,1127,1898,2260,966,267,0.45646945646945647,0.5104895104895105,0.7834549878345499,0.22776610644257703,0.5103388087277846,0.47190126050420167,0.50782962730974,440,416,0.09430968034459307,7,0.005380476556495004
"SAS","2011-12",66,6170,6841,2059,4058,0.5073928043371119,552,1405,0.39288256227758006,0.3954154727793696,1067,2092,2026,1446,210,0.5080135988343856,0.5487932843651626,0.8731884057971014,0.2571846970529013,0.5136138440366973,0.5284642138019403,0.5597995728601939,306,320,0.07885657959586002,10,0.0071174377224199285
"OKC","2011-12",66,6219,6802,1990,3912,0.5086912065439673,472,1317,0.3583902809415338,0.3619631901840491,1406,1666,2314,1173,243,0.4185929648241206,0.4559386973180077,0.8283898305084746,0.2518646012621916,0.5241372962607862,0.5159686364505641,0.5638457686529794,326,314,0.08026584867075665,7,0.005315110098709187
"TOR","2011-12",66,5930,5986,1903,4079,0.4665359156656043,365,1075,0.3395348837209302,0.3443396226415094,1085,2138,1668,939,156,0.5617446137677351,0.6070414537194776,0.8575342465753425,0.20857586340706247,0.49069049103663287,0.4754559565386108,0.5152512998266898,284,311,0.07624417749448394,11,0.010232558139534883
"UTA","2011-12",66,6168,6577,2250,4686,0.4801536491677337,273,845,0.3230769230769231,0.3281061519903498,1258,2382,2118,744,75,0.5293333333333333,0.5904809122459098,0.9084249084249084,0.15277526667871993,0.4898244329522773,0.48083529199059843,0.5222950295668851,466,371,0.07917200170721297,4,0.004733727810650888
"MEM","2011-12",66,6022,6269,2148,4573,0.4697135359720096,277,849,0.32626619552414604,0.33617539585870887,1142,2108,2188,708,123,0.49068901303538176,0.5405128205128205,0.851985559566787,0.1565842862412394,0.5014352570050101,0.47279601623017337,0.512399408769913,396,353,0.07719221517603324,10,0.011778563015312132
"CHA","2011-12",66,6011,5739,1930,4401,0.43853669620540786,263,892,0.2948430493273543,0.2998859749144812,1090,2254,1606,597,192,0.5839378238341969,0.625069328896284,0.7566539923954373,0.16852446627621387,0.4964174164768413,0.439164934819573,0.4804680922714262,254,372,0.0845262440354465,6,0.006726457399103139
"HOU","2020-21",72,7262,7833,1834,3449,0.5317483328501015,992,2923,0.3393773520355799,0.3400893163861216,1189,1784,1884,2421,555,0.48636859323882226,0.5331739390316796,0.813508064516129,0.45872567482736976,0.5324224626278521,0.5213433772755807,0.5530678758679326,322,357,0.1035082632647144,21,0.007184399589462881
"MIL","2010-11",82,7405,7534,2331,5130,0.4543859649122807,483,1414,0.3415841584158416,0.3459885386819484,1423,2238,2424,1278,171,0.4800514800514801,0.5268361581920904,0.8819875776397516,0.21607579462102688,0.5021101826273787,0.46691625916870416,0.5077892170143593,414,375,0.07309941520467836,17,0.012022630834512023
"HOU","2010-11",82,7803,8685,2493,5132,0.4857755261106781,677,1843,0.36733586543678787,0.37095890410958904,1668,2758,2228,1728,303,0.5531488166867228,0.6061538461538462,0.8508124076809453,0.2642293906810036,0.5067096258992806,0.5030107526881721,0.5471327074346612,436,431,0.08398285268901014,18,0.009766684753119913
"LAL","2010-11",82,7494,8321,2604,5270,0.49411764705882355,524,1487,0.3523873570948218,0.3577793008910212,1541,2744,2464,1287,285,0.5268817204301075,0.5816023738872403,0.8187022900763359,0.22006807754920824,0.4891763913690476,0.5017019387302057,0.5442297581493165,490,361,0.06850094876660341,11,0.007397444519166106
"MIN","2010-11",82,7944,8288,2501,5449,0.45898329968801616,589,1565,0.37635782747603835,0.3834095362508165,1519,2382,2620,1377,390,0.4762095161935226,0.5352808988764045,0.7792869269949066,0.22312517821499858,0.4987756310958118,0.48253493013972054,0.5234137055837563,552,436,0.08001468159295283,11,0.007028753993610224
"BKN","2010-11",82,7483,7722,2459,5301,0.4638747406149783,459,1337,0.3433059087509349,0.3482889733840304,1427,2704,2214,1113,264,0.5498169987799919,0.5995565410199557,0.8082788671023965,0.201416089183489,0.4792996064779779,0.47416390479059956,0.5156312894136589,408,362,0.06828900207508018,13,0.009723261032161555
"NYK","2010-11",82,7871,8734,2375,4786,0.49623903050564144,765,2081,0.367611725132148,0.3702807357212004,1689,2258,2492,1884,411,0.47536842105263155,0.5200368493781667,0.8209150326797385,0.30304354157565166,0.518058619430241,0.5129605358963157,0.5581455247907277,408,349,0.07292101964061846,11,0.005285920230658337
"IND","2010-11",82,7789,8183,2418,5134,0.4709777950915465,585,1653,0.35390199637023595,0.3584558823529412,1592,2178,2658,1566,189,0.45037220843672454,0.4920921825576141,0.8923076923076924,0.2435538529541771,0.498737849637413,0.4855606306173567,0.5298604772460556,410,449,0.08745617452278925,18,0.010889292196007259
"PHI","2010-11",82,7621,8119,2682,5528,0.48516642547033284,443,1248,0.35496794871794873,0.35957792207792205,1426,2986,2378,1104,225,0.5566741237882178,0.6046982584042122,0.8306997742663657,0.18417945690672963,0.4951603762405569,0.49387544273907913,0.5329503433703117,426,359,0.06494211287988423,17,0.013621794871794872
