"Date","Opponent","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked"
"2024-12-26","UTA",97,120,20,44,0.45454545454545453,21,42,0.5,0.5,17,18,22,51,12,0.45,0.5,0.8095238095238095,0.4883720930232558,0.5411581395348837,0.5988372093023255,0.6185567010309279,4,7,0.1590909090909091,1,0.023809523809523808
"2024-12-28","DAL",102,122,28,51,0.5490196078431373,15,38,0.39473684210526316,0.39473684210526316,21,22,34,27,18,0.39285714285714285,0.4230769230769231,0.6,0.42696629213483145,0.5418842696629214,0.5674157303370787,0.6039603960396039,4,6,0.11764705882352941,1,0.02631578947368421
"2024-12-30","PHI",97,125,32,51,0.6274509803921569,11,24,0.4583333333333333,0.4583333333333333,28,26,38,21,12,0.40625,0.41935483870967744,0.6363636363636364,0.32,0.5698679999999999,0.6466666666666666,0.7045454545454546,2,3,0.058823529411764705,1,0.041666666666666664
"2025-01-02","LAL",96,114,28,51,0.5490196078431373,15,43,0.3488372093023256,0.3488372093023256,13,36,20,36,9,0.6428571428571429,0.6923076923076923,0.8,0.4574468085106383,0.5600771276595745,0.5372340425531915,0.5606060606060606,4,2,0.0392156862745098,2,0.046511627906976744
"2025-01-04","MIL",101,102,28,54,0.5185185185185185,13,41,0.3170731707317073,0.3170731707317073,7,24,32,39,0,0.42857142857142855,0.48,1,0.43157894736842106,0.5571931578947368,0.5,0.5151515151515151,6,3,0.05555555555555555,0,0
"2025-01-06","DET",96,118,27,51,0.5294117647058824,15,43,0.3488372093023256,0.3488372093023256,19,22,32,36,9,0.4074074074074074,0.4782608695652174,0.8,0.4574468085106383,0.5009542553191489,0.526595744680851,0.5679611650485437,8,3,0.058823529411764705,1,0.023255813953488372
"2025-01-08","NOP",91,100,28,53,0.5283018867924528,12,37,0.32432432432432434,0.32432432432432434,8,20,36,27,9,0.35714285714285715,0.43478260869565216,0.75,0.4111111111111111,0.5466555555555556,0.5111111111111111,0.5319148936170213,10,6,0.11320754716981132,1,0.02702702702702703
"2025-01-09","DAL",97,117,30,58,0.5172413793103449,10,30,0.3333333333333333,0.3333333333333333,27,36,24,24,6,0.6,0.6428571428571429,0.8,0.3409090909090909,0.5582829545454545,0.5113636363636364,0.5742574257425742,4,6,0.10344827586206896,1,0.03333333333333333
"2025-01-11","MIA",97,119,25,48,0.5208333333333334,19,44,0.4318181818181818,0.4318181818181818,12,30,20,48,9,0.6,0.6521739130434783,0.8421052631578947,0.4782608695652174,0.5774766304347826,0.5815217391304348,0.6071428571428571,4,5,0.10416666666666667,1,0.022727272727272728
"2025-01-14","BKN",99,132,30,49,0.6122448979591837,19,41,0.4634146341463415,0.475,15,40,20,48,9,0.6666666666666666,0.7692307692307693,0.8421052631578947,0.45555555555555555,0.5825786516853932,0.65,0.6666666666666666,8,3,0.061224489795918366,0,0
"2025-01-16","LAC",97,118,34,55,0.6181818181818182,10,23,0.43478260869565216,0.43478260869565216,20,30,38,24,6,0.4411764705882353,0.4838709677419355,0.8,0.2948717948717949,0.5560720779220779,0.6282051282051282,0.6555555555555556,6,1,0.01818181818181818,0,0
"2025-01-18","HOU",103,125,34,77,0.44155844155844154,14,31,0.45161290322580644,0.4666666666666667,15,30,38,30,12,0.4411764705882353,0.5357142857142857,0.7142857142857143,0.28703703703703703,0.5637728971962617,0.5092592592592593,0.5296610169491526,12,10,0.12987012987012986,0,0
"2025-01-19","CHI",99,102,28,52,0.5384615384615384,8,29,0.27586206896551724,0.27586206896551724,22,30,26,18,6,0.5357142857142857,0.5769230769230769,0.75,0.35802469135802467,0.5702277777777778,0.49382716049382713,0.5425531914893617,4,6,0.11538461538461539,0,0
"2025-01-21","MIA",95,107,27,51,0.5294117647058824,14,42,0.3333333333333333,0.34146341463414637,11,30,24,33,9,0.5555555555555556,0.6521739130434783,0.7857142857142857,0.45161290322580644,0.5296744565217392,0.5161290322580645,0.5459183673469388,8,4,0.0784313725490196,1,0.023809523809523808
"2025-01-23","ORL",94,79,20,51,0.39215686274509803,6,25,0.24,0.24,21,22,18,18,0,0.55,0.6111111111111112,1,0.32894736842105265,0.4974151315789474,0.3815789473684211,0.4388888888888889,4,11,0.21568627450980393,1,0.04
"2025-01-24","CHA",96,97,23,54,0.42592592592592593,9,31,0.2903225806451613,0.2903225806451613,24,28,18,18,9,0.6086956521739131,0.6666666666666666,0.6666666666666666,0.36470588235294116,0.5728358823529411,0.4294117647058823,0.49489795918367346,4,6,0.1111111111111111,0,0
"2025-01-26","OKC",93,118,32,59,0.5423728813559322,10,30,0.3333333333333333,0.3333333333333333,24,32,32,24,6,0.5,0.5333333333333333,0.8,0.33707865168539325,0.5063926966292135,0.5280898876404494,0.5841584158415841,4,5,0.0847457627118644,1,0.03333333333333333
"2025-01-28","MIL",95,112,33,52,0.6346153846153846,11,35,0.3142857142857143,0.3142857142857143,13,36,30,24,9,0.5454545454545454,0.6206896551724138,0.7272727272727273,0.40229885057471265,0.5941936781609196,0.5689655172413793,0.5904255319148937,8,2,0.038461538461538464,0,0
"2025-01-30","ORL",91,90,29,55,0.5272727272727272,5,26,0.19230769230769232,0.19230769230769232,17,22,36,9,6,0.3793103448275862,0.4230769230769231,0.6,0.32098765432098764,0.5442611111111111,0.4506172839506173,0.5,6,5,0.09090909090909091,0,0
"2025-02-01","PHX",101,108,28,51,0.5490196078431373,10,33,0.30303030303030304,0.3125,22,28,28,21,9,0.5,0.5185185185185185,0.7,0.39285714285714285,0.5190361445783133,0.5119047619047619,0.5684210526315789,2,4,0.0784313725490196,1,0.030303030303030304
"2025-02-03","PHX",102,119,25,43,0.5813953488372093,15,42,0.35714285714285715,0.35714285714285715,24,26,24,45,0,0.52,0.5416666666666666,1,0.49411764705882355,0.5212658823529411,0.5588235294117647,0.6071428571428571,2,2,0.046511627906976744,0,0
"2025-02-04","IND",97,89,29,57,0.5087719298245614,5,24,0.20833333333333334,0.20833333333333334,16,42,16,12,3,0.7241379310344828,0.7241379310344828,0.8,0.2962962962962963,0.5374734567901235,0.4506172839506173,0.489010989010989,0,4,0.07017543859649122,0,0
"2025-02-06","SAC",98,102,27,58,0.46551724137931033,10,30,0.3333333333333333,0.3333333333333333,18,24,30,27,3,0.4444444444444444,0.46153846153846156,0.9,0.3409090909090909,0.5401448863636363,0.4772727272727273,0.5204081632653061,2,6,0.10344827586206896,1,0.03333333333333333
"2025-02-08","MIN",100,114,33,54,0.6111111111111112,10,28,0.35714285714285715,0.37037037037037035,18,34,32,18,12,0.5151515151515151,0.5666666666666667,0.6,0.34146341463414637,0.525837037037037,0.5853658536585366,0.6,6,6,0.1111111111111111,0,0
"2025-02-10","DEN",100,146,52,66,0.7878787878787878,8,25,0.32,0.32,18,74,30,21,3,0.7115384615384616,0.7115384615384616,0.875,0.27472527472527475,0.5717703296703297,0.7032967032967034,0.7448979591836735,0,4,0.06060606060606061,0,0
"2025-02-12","DEN",104,132,34,58,0.5862068965517241,15,38,0.39473684210526316,0.4166666666666667,19,34,34,27,18,0.5,0.5862068965517241,0.6,0.3958333333333333,0.5172351063829788,0.5885416666666666,0.616822429906542,10,6,0.10344827586206896,0,0
"2025-02-20","LAL",102,110,30,50,0.6,9,32,0.28125,0.28125,23,26,34,21,6,0.43333333333333335,0.48148148148148145,0.7777777777777778,0.3902439024390244,0.5569109756097561,0.5304878048780488,0.5913978494623656,6,7,0.14,0,0
"2025-02-22","CHA",105,88,29,66,0.4393939393939394,5,32,0.15625,0.16129032258064516,15,28,30,15,0,0.4827586206896552,0.5384615384615384,1,0.32653061224489793,0.5502572164948454,0.37244897959183676,0.4142857142857143,6,6,0.09090909090909091,1,0.03125
"2025-02-24","UTA",102,112,21,54,0.3888888888888889,18,44,0.4090909090909091,0.3953488372093023,16,24,18,36,18,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.4489795918367347,0.5025025773195876,0.4897959183673469,0.5235849056603774,6,5,0.09259259259259259,1,0.022727272727272728
"2025-02-26","WAS",107,121,31,47,0.6595744680851063,12,36,0.3333333333333333,0.34285714285714286,23,28,34,33,3,0.45161290322580644,0.4827586206896552,0.9166666666666666,0.43373493975903615,0.5488439024390244,0.5903614457831325,0.6122448979591837,4,3,0.06382978723404255,1,0.027777777777777776
"2025-02-28","BKN",101,102,29,58,0.5,7,29,0.2413793103448276,0.2413793103448276,23,26,32,21,0,0.4482758620689655,0.52,1,0.3333333333333333,0.5648954022988505,0.4540229885057471,0.5151515151515151,8,3,0.05172413793103448,1,0.034482758620689655
"2025-03-02","CLE",112,133,23,51,0.45098039215686275,19,46,0.41304347826086957,0.4222222222222222,30,20,26,51,6,0.43478260869565216,0.5,0.8947368421052632,0.4742268041237113,0.5513682291666667,0.5309278350515464,0.588495575221239,6,1,0.0196078431372549,0,0
"2025-03-03","PHI",95,102,30,60,0.5,11,35,0.3142857142857143,0.3142857142857143,9,32,28,33,0,0.5333333333333333,0.6153846153846154,1,0.3684210526315789,0.5510884210526316,0.48947368421052634,0.504950495049505,8,6,0.1,0,0
"2025-03-05","BOS",94,128,22,43,0.5116279069767442,23,54,0.42592592592592593,0.4339622641509434,15,16,28,48,21,0.36363636363636365,0.42105263157894735,0.6956521739130435,0.5567010309278351,0.5174161458333334,0.5824742268041238,0.6095238095238096,6,2,0.046511627906976744,1,0.018518518518518517
"2025-03-07","OKC",100,107,25,46,0.5434782608695652,14,38,0.3684210526315789,0.3684210526315789,15,30,20,30,12,0.6,0.6521739130434783,0.7142857142857143,0.4523809523809524,0.5857363095238095,0.5476190476190477,0.5760869565217391,4,3,0.06521739130434782,1,0.02631578947368421
"2025-03-09","DET",103,119,34,59,0.576271186440678,9,28,0.32142857142857145,0.32142857142857145,24,32,36,18,9,0.47058823529411764,0.5,0.6666666666666666,0.3218390804597701,0.5441126436781609,0.5459770114942529,0.5833333333333334,4,4,0.06779661016949153,0,0
"2025-03-10","GSW",100,130,24,44,0.5454545454545454,21,41,0.5121951219512195,0.5121951219512195,19,30,18,60,3,0.625,0.7894736842105263,0.9523809523809523,0.4823529411764706,0.5246611764705883,0.6529411764705882,0.6842105263157895,10,4,0.09090909090909091,1,0.024390243902439025
"2025-03-12","NYK",103,114,32,63,0.5079365079365079,12,31,0.3870967741935484,0.3870967741935484,14,34,30,30,6,0.53125,0.5862068965517241,0.8333333333333334,0.32978723404255317,0.4868344086021505,0.5319148936170213,0.5480769230769231,6,6,0.09523809523809523,0,0
"2025-03-16","TOR",97,102,28,63,0.4444444444444444,10,31,0.3225806451612903,0.3225806451612903,16,42,14,24,6,0.75,0.875,0.8,0.32978723404255317,0.5241425531914893,0.4574468085106383,0.49514563106796117,8,6,0.09523809523809523,1,0.03225806451612903
"2025-03-17","WAS",100,97,26,52,0.5,12,40,0.3,0.3,9,30,22,36,0,0.5769230769230769,0.6521739130434783,1,0.43478260869565216,0.5062722826086956,0.4782608695652174,0.5,6,2,0.038461538461538464,1,0.025
"2025-03-19","MEM",99,99,29,62,0.46774193548387094,8,30,0.26666666666666666,0.26666666666666666,17,30,28,24,0,0.5172413793103449,0.6,1,0.32608695652173914,0.5068869565217391,0.44565217391304346,0.4852941176470588,8,5,0.08064516129032258,1,0.03333333333333333
"2025-03-21","DEN",95,109,29,50,0.58,9,26,0.34615384615384615,0.34615384615384615,24,32,26,24,3,0.5517241379310345,0.5925925925925926,0.8888888888888888,0.34210526315789475,0.5091118421052632,0.5592105263157895,0.6123595505617978,4,6,0.12,0,0
"2025-03-23","BOS",92,129,25,38,0.6578947368421053,23,50,0.46,0.46,10,22,28,60,9,0.44,0.5238095238095238,0.8695652173913043,0.5681818181818182,0.5272340909090909,0.6761363636363636,0.6861702127659575,8,2,0.05263157894736842,1,0.02
"2025-03-25","CLE",96,122,36,61,0.5901639344262295,12,27,0.4444444444444444,0.4444444444444444,14,40,32,24,12,0.5555555555555556,0.5714285714285714,0.6666666666666666,0.3068181818181818,0,0.6136363636363636,0.6368421052631579,2,3,0.04918032786885246,0,0
"2025-03-27","SAC",96,128,38,47,0.8085106382978723,10,27,0.37037037037037035,0.37037037037037035,22,30,46,27,3,0.39473684210526316,0.42857142857142855,0.9,0.36486486486486486,0.5102945945945946,0.7162162162162162,0.7529411764705882,6,3,0.06382978723404255,0,0
"2025-03-30","NYK",93,110,35,59,0.5932203389830508,10,25,0.4,0.4,10,34,36,30,0,0.4857142857142857,0.5,1,0.2976190476190476,0.572317469879518,0.5952380952380952,0.6111111111111112,2,4,0.06779661016949153,0,0
"2025-04-01","ATL",110,113,34,60,0.5666666666666667,7,32,0.21875,0.21875,24,42,26,15,6,0.6176470588235294,0.6363636363636364,0.7142857142857143,0.34782608695652173,0.48974130434782603,0.483695652173913,0.5432692307692307,2,5,0.08333333333333333,0,0
"2025-04-03","TOR",100,103,32,62,0.5161290322580645,12,34,0.35294117647058826,0.35294117647058826,3,34,30,36,0,0.53125,0.5666666666666667,1,0.3541666666666667,0.5671973958333333,0.5208333333333334,0.5309278350515464,4,5,0.08064516129032258,1,0.029411764705882353
"2025-04-04","CHI",107,118,31,60,0.5166666666666667,10,27,0.37037037037037035,0.37037037037037035,26,30,32,30,0,0.4838709677419355,0.5555555555555556,1,0.3103448275862069,0.5781028735632184,0.5287356321839081,0.585,8,5,0.08333333333333333,0,0
"2025-04-06","SAS",106,109,30,61,0.4918032786885246,11,34,0.3235294117647059,0.3235294117647059,16,30,30,33,0,0.5,0.5357142857142857,1,0.35789473684210527,0.5417605263157895,0.48947368421052634,0.529126213592233,4,4,0.06557377049180328,1,0.029411764705882353
"2025-04-09","UTA",114,133,35,62,0.5645161290322581,15,36,0.4166666666666667,0.4166666666666667,18,40,30,21,24,0.5714285714285714,0.625,0.4666666666666667,0.3673469387755102,0.4886204081632653,0.5867346938775511,0.6157407407407407,6,5,0.08064516129032258,0,0
"2025-04-11","GSW",101,103,19,39,0.48717948717948717,14,44,0.3181818181818182,0.32558139534883723,23,26,12,39,3,0.6842105263157895,0.7222222222222222,0.9285714285714286,0.5301204819277109,0.5311672839506173,0.4819277108433735,0.5364583333333334,2,4,0.10256410256410256,1,0.022727272727272728
"2025-04-13","LAL",90,81,22,52,0.4230769230769231,9,28,0.32142857142857145,0.32142857142857145,10,28,16,21,6,0.6363636363636364,0.6363636363636364,0.7777777777777778,0.35,0.467706875,0.44375,0.46551724137931033,0,6,0.11538461538461539,0,0
